## ENSEMBL VARIANT EFFECT PREDICTOR v105.0
## Output produced at 2023-02-09 15:03:05
## Using cache in /home/hjb_xxf/ssd_1/homo_sapiens/105_GRCh38
## Using API version 105, DB version ?
## ensembl version 105.f357e33
## ensembl-funcgen version 105.660df8f
## ensembl-variation version 105.ac8178e
## ensembl-io version 105.2a0a40c
## ClinVar version 202201
## gnomADe version r2.1.1
## assembly version GRCh38.p13
## gnomADg version v3.1.2
## dbSNP version 154
## COSMIC version 95
## HGMD-PUBLIC version 20204
## sift version sift5.2.2
## polyphen version 2.2.2
## 1000genomes version phase3
## regbuild version 1.0
## gencode version GENCODE 41
## genebuild version 2014-07
## Column descriptions:
## Uploaded_variation : Identifier of uploaded variant
## Location : Location of variant in standard coordinate format (chr:start or chr:start-end)
## Allele : The variant allele used to calculate the consequence
## Gene : Stable ID of affected gene
## Feature : Stable ID of feature
## Feature_type : Type of feature - Transcript, RegulatoryFeature or MotifFeature
## Consequence : Consequence type
## cDNA_position : Relative position of base pair in cDNA sequence
## CDS_position : Relative position of base pair in coding sequence
## Protein_position : Relative position of amino acid in protein
## Amino_acids : Reference and variant amino acids
## Codons : Reference and variant codon sequence
## Existing_variation : Identifier(s) of co-located known variants
## Extra column keys:
## IMPACT : Subjective impact classification of consequence type
## DISTANCE : Shortest distance from variant to transcript
## STRAND : Strand of the feature (1/-1)
## FLAGS : Transcript quality flags
#Uploaded_variation	Location	Allele	Gene	Feature	Feature_type	Consequence	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	Extra
chr1_107555295_insertion	chr1:107555295	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_108190694_insertion	chr1:108190694	insertion	ENSG00000085491	ENST00000565488	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_108666591_insertion	chr1:108666591	insertion	ENSG00000285923	ENST00000648569	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=345;STRAND=1
chr1_110553513_insertion	chr1:110553513	insertion	ENSG00000177301	ENST00000640680	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_111639579_insertion	chr1:111639579	insertion	ENSG00000116473	ENST00000369709	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_116220403_insertion	chr1:116220403	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_116305910_insertion	chr1:116305910	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_117771439_insertion	chr1:117771439	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_118262939_insertion	chr1:118262939	insertion	ENSG00000222209	ENST00000410277	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1433;STRAND=-1
chr1_119010753_insertion	chr1:119010753	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_143245170_insertion	chr1:143245170	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_143271057_insertion	chr1:143271057	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_143311284_insertion	chr1:143311284	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_146590152_insertion	chr1:146590152	insertion	ENSG00000276975	ENST00000614586	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_147050515_insertion	chr1:147050515	insertion	ENSG00000227242	ENST00000444082	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_147278244_insertion	chr1:147278244	insertion	ENSG00000131778	ENST00000369258	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_149388644_insertion	chr1:149388644	insertion	ENSG00000286219	ENST00000650865	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1977;STRAND=1
chr1_149388652_insertion	chr1:149388652	insertion	ENSG00000286219	ENST00000650865	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1969;STRAND=1
chr1_152583067_insertion	chr1:152583067	insertion	ENSG00000163202	ENST00000368787	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2551;STRAND=-1
chr1_153988311_insertion	chr1:153988311	insertion	ENSG00000143545	ENST00000368575	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1972;STRAND=-1
chr1_158486469_insertion	chr1:158486469	insertion	ENSG00000236656	ENST00000419738	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_158518619_insertion	chr1:158518619	insertion	ENSG00000227445	ENST00000441524	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2694;STRAND=1
chr1_158742259_insertion	chr1:158742259	insertion	ENSG00000226949	ENST00000447050	Transcript	splice_polypyrimidine_tract_variant,intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=LOW;STRAND=-1;OverlapBP=1;OverlapPC=0.08
chr1_159449880_insertion	chr1:159449880	insertion	ENSG00000228560	ENST00000431862	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_159495595_insertion	chr1:159495595	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_161868769_insertion	chr1:161868769	insertion	ENSG00000118217	ENST00000367942	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_162293237_insertion	chr1:162293237	insertion	ENSG00000198929	ENST00000361897	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_164773546_insertion	chr1:164773546	insertion	ENSG00000185630	ENST00000420696	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_165083119_insertion	chr1:165083119	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_168110205_insertion	chr1:168110205	insertion	ENSG00000143147	ENST00000682931	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_168110218_insertion	chr1:168110218	insertion	ENSG00000143147	ENST00000682931	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_168725206_insertion	chr1:168725206	insertion	ENSG00000143196	ENST00000367817	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_168879784_insertion	chr1:168879784	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_170514439_insertion	chr1:170514439	insertion	ENSG00000231407	ENST00000456083	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_170900653_insertion	chr1:170900653	insertion	ENSG00000231424	ENST00000669750	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_171362860_insertion	chr1:171362860	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_171648677_insertion	chr1:171648677	insertion	ENSG00000034971	ENST00000037502	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.01
chr1_171832543_insertion	chr1:171832543	insertion	ENSG00000197959	ENST00000688173	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_173394239_insertion	chr1:173394239	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_179053588_insertion	chr1:179053588	insertion	ENSG00000116199	ENST00000263733	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_179353222_insertion	chr1:179353222	insertion	ENSG00000057252	ENST00000367619	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_181632079_insertion	chr1:181632079	insertion	ENSG00000198216	ENST00000367573	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_181786441_insertion	chr1:181786441	insertion	ENSG00000198216	ENST00000367573	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_181938826_insertion	chr1:181938826	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_183201319_insertion	chr1:183201319	insertion	ENSG00000058085	ENST00000264144	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_183339057_insertion	chr1:183339057	insertion	ENSG00000157064	ENST00000287713	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_184088586_insertion	chr1:184088586	insertion	ENSG00000286655	ENST00000664793	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_186722949_insertion	chr1:186722949	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_187495697_insertion	chr1:187495697	insertion	ENSG00000230426	ENST00000643891	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_188238734_insertion	chr1:188238734	insertion	ENSG00000224278	ENST00000447592	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3405;STRAND=-1
chr1_188238751_insertion	chr1:188238751	insertion	ENSG00000224278	ENST00000447592	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3388;STRAND=-1
chr1_188570326_insertion	chr1:188570326	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_190254285_insertion	chr1:190254285	insertion	ENSG00000162670	ENST00000367462	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_190254286_insertion	chr1:190254286	insertion	ENSG00000162670	ENST00000367462	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_190437074_insertion	chr1:190437074	insertion	ENSG00000162670	ENST00000367462	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_191009822_insertion	chr1:191009822	insertion	ENSG00000285638	ENST00000648197	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_191009832_insertion	chr1:191009832	insertion	ENSG00000285638	ENST00000648197	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_191135944_insertion	chr1:191135944	insertion	ENSG00000285638	ENST00000648197	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_192039510_insertion	chr1:192039510	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_192039549_insertion	chr1:192039549	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_193728754_insertion	chr1:193728754	insertion	ENSG00000226640	ENST00000448412	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1719;STRAND=1
chr1_195570541_insertion	chr1:195570541	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_196008411_insertion	chr1:196008411	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_196008426_insertion	chr1:196008426	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_196770975_insertion	chr1:196770975	insertion	ENSG00000116785	ENST00000367425	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3865;STRAND=1
chr1_196810058_insertion	chr1:196810058	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_197993626_insertion	chr1:197993626	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_200680752_insertion	chr1:200680752	insertion	ENSG00000260088	ENST00000568695	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_200926189_insertion	chr1:200926189	insertion	ENSG00000233217	ENST00000435735	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_201257916_insertion	chr1:201257916	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_201257964_insertion	chr1:201257964	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_201316138_insertion	chr1:201316138	insertion	ENSG00000081277	ENST00000367324	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_202624847_insertion	chr1:202624847	insertion	ENSG00000143858	ENST00000367268	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_204269383_insertion	chr1:204269383	insertion	ENSG00000143850	ENST00000272203	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_204269432_insertion	chr1:204269432	insertion	ENSG00000143850	ENST00000272203	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_204375825_insertion	chr1:204375825	insertion	ENSG00000226330	ENST00000443515	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2025;STRAND=1
chr1_205255701_insertion	chr1:205255701	insertion	ENSG00000133069	ENST00000358024	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_206524559_insertion	chr1:206524559	insertion	ENSG00000266094	ENST00000579436	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_206864618_insertion	chr1:206864618	insertion	ENSG00000162891	ENST00000367098	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1005;STRAND=1
chr1_208279249_insertion	chr1:208279249	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_209929366_insertion	chr1:209929366	insertion	ENSG00000143469	ENST00000652023	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_210526370_insertion	chr1:210526370	insertion	ENSG00000054392	ENST00000261458	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_213504344_insertion	chr1:213504344	insertion	ENSG00000225233	ENST00000417161	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_214171409_insertion	chr1:214171409	insertion	ENSG00000283518	ENST00000637598	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_215059043_insertion	chr1:215059043	insertion	ENSG00000082482	ENST00000391895	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_215206692_insertion	chr1:215206692	insertion	ENSG00000082482	ENST00000444842	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_215514551_insertion	chr1:215514551	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_215912516_insertion	chr1:215912516	insertion	ENSG00000042781	ENST00000307340	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_215949936_insertion	chr1:215949936	insertion	ENSG00000042781	ENST00000307340	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_216865188_insertion	chr1:216865188	insertion	ENSG00000196482	ENST00000361395	Transcript	splice_polypyrimidine_tract_variant,intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=LOW;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_216865431_insertion	chr1:216865431	insertion	ENSG00000196482	ENST00000359162	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_216898709_insertion	chr1:216898709	insertion	ENSG00000196482	ENST00000359162	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_216898721_insertion	chr1:216898721	insertion	ENSG00000196482	ENST00000359162	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_217744019_insertion	chr1:217744019	insertion	ENSG00000162814	ENST00000366933	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_217744178_insertion	chr1:217744178	insertion	ENSG00000162814	ENST00000366933	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_217909322_insertion	chr1:217909322	insertion	ENSG00000231814	ENST00000431637	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_218072297_insertion	chr1:218072297	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_220135608_insertion	chr1:220135608	insertion	ENSG00000067704	ENST00000366922	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_220576136_insertion	chr1:220576136	insertion	ENSG00000116141	ENST00000366917	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_221860817_insertion	chr1:221860817	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_223138144_insertion	chr1:223138144	insertion	ENSG00000187554	ENST00000642603	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_223479191_insertion	chr1:223479191	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_224105474_insertion	chr1:224105474	insertion	ENSG00000252484	ENST00000516675	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1808;STRAND=-1
chr1_225621311_insertion	chr1:225621311	insertion	ENSG00000154380	ENST00000366843	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_225964501_insertion	chr1:225964501	insertion	ENSG00000213032	ENST00000423475	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=73;STRAND=1
chr1_226338421_insertion	chr1:226338421	insertion	ENSG00000275406	ENST00000622497	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=4766;STRAND=-1
chr1_226338427_insertion	chr1:226338427	insertion	ENSG00000275406	ENST00000622497	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=4772;STRAND=-1
chr1_226338560_insertion	chr1:226338560	insertion	ENSG00000275406	ENST00000622497	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=4905;STRAND=-1
chr1_226569076_insertion	chr1:226569076	insertion	ENSG00000203685	ENST00000366788	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_228517930_insertion	chr1:228517930	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_228679072_insertion	chr1:228679072	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_229972037_insertion	chr1:229972037	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_230105837_insertion	chr1:230105837	insertion	ENSG00000143641	ENST00000366672	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_230119303_insertion	chr1:230119303	insertion	ENSG00000143641	ENST00000366672	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_231733763_insertion	chr1:231733763	insertion	ENSG00000162946	ENST00000439617	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_232936305_insertion	chr1:232936305	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_232936318_insertion	chr1:232936318	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_233383482_insertion	chr1:233383482	insertion	ENSG00000143674	ENST00000366624	Transcript	3_prime_UTR_variant,feature_elongation	4187	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_233729410_insertion	chr1:233729410	insertion	ENSG00000286109	ENST00000651271	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.02
chr1_235360070_insertion	chr1:235360070	insertion	ENSG00000230026	ENST00000421884	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1083;STRAND=1
chr1_237133925_insertion	chr1:237133925	insertion	ENSG00000198626	ENST00000366574	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_237515738_insertion	chr1:237515738	insertion	ENSG00000198626	ENST00000366574	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_238676822_insertion	chr1:238676822	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_241065208_insertion	chr1:241065208	insertion	ENSG00000182901	ENST00000440928	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_241383618_insertion	chr1:241383618	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_243166606_insertion	chr1:243166606	insertion	ENSG00000143702	ENST00000366542	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_244890714_insertion	chr1:244890714	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_245443782_insertion	chr1:245443782	insertion	ENSG00000162849	ENST00000407071	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr1_246188677_insertion	chr1:246188677	insertion	ENSG00000185420	ENST00000490107	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_246243539_insertion	chr1:246243539	insertion	ENSG00000185420	ENST00000490107	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_246261052_insertion	chr1:246261052	insertion	ENSG00000185420	ENST00000490107	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr1_247174462_insertion	chr1:247174462	insertion	ENSG00000196418	ENST00000543802	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2442;STRAND=-1
chr1_247473919_insertion	chr1:247473919	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr1_248044516_insertion	chr1:248044516	insertion	ENSG00000198128	ENST00000359959	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2320;STRAND=1
chr10_656024_insertion	chr10:656024	insertion	ENSG00000151240	ENST00000280886	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
